task_id,release_id,char_id,section_id,task_name,member_id,start_date,end_date,progress,lane,dependencies,status_id
TSK_00682,R_017,C_033,S_002,戦闘_必殺技,M_005,2028-01-17,2028-01-21,0,,TSK_00681,ST_001
TSK_00683,R_017,C_033,S_002,戦闘_ダウン,M_005,2028-01-22,2028-01-22,0,,TSK_00682,ST_001
TSK_00684,R_017,C_033,S_002,戦闘_被弾,M_006,2028-01-23,2028-01-23,0,,TSK_00683,ST_001
TSK_00685,R_017,C_033,S_002,ADV,M_005,2028-01-24,2028-01-27,0,,TSK_00684,ST_001
TSK_00700,R_017,C_034,S_002,戦闘_待機,M_005,2028-01-09,2028-01-10,0,,TSK_00699,ST_001
TSK_00701,R_017,C_034,S_002,戦闘_攻撃1,M_006,2028-01-11,2028-01-13,0,,TSK_00700,ST_001
TSK_00702,R_017,C_034,S_002,戦闘_攻撃2,M_006,2028-01-14,2028-01-16,0,,TSK_00701,ST_001
TSK_00703,R_017,C_034,S_002,戦闘_必殺技,M_005,2028-01-17,2028-01-21,0,,TSK_00702,ST_001
TSK_00704,R_017,C_034,S_002,戦闘_ダウン,M_005,2028-01-22,2028-01-22,0,,TSK_00703,ST_001
TSK_00705,R_017,C_034,S_002,戦闘_被弾,M_005,2028-01-23,2028-01-23,0,,TSK_00704,ST_001
TSK_00706,R_017,C_034,S_002,ADV,M_006,2028-01-24,2028-01-27,0,,TSK_00705,ST_001
TSK_00721,R_018,C_035,S_002,戦闘_待機,M_006,2028-02-08,2028-02-09,0,,TSK_00720,ST_001
TSK_00722,R_018,C_035,S_002,戦闘_攻撃1,M_005,2028-02-10,2028-02-12,0,,TSK_00721,ST_001
TSK_00723,R_018,C_035,S_002,戦闘_攻撃2,M_005,2028-02-13,2028-02-15,0,,TSK_00722,ST_001
TSK_00724,R_018,C_035,S_002,戦闘_必殺技,M_006,2028-02-16,2028-02-20,0,,TSK_00723,ST_001
TSK_00725,R_018,C_035,S_002,戦闘_ダウン,M_006,2028-02-21,2028-02-21,0,,TSK_00724,ST_001
TSK_00726,R_018,C_035,S_002,戦闘_被弾,M_006,2028-02-22,2028-02-22,0,,TSK_00725,ST_001
TSK_00727,R_018,C_035,S_002,ADV,M_005,2028-02-23,2028-02-26,0,,TSK_00726,ST_001
TSK_00742,R_018,C_036,S_002,戦闘_待機,M_006,2028-02-08,2028-02-09,0,,TSK_00741,ST_001
TSK_00743,R_018,C_036,S_002,戦闘_攻撃1,M_005,2028-02-10,2028-02-12,0,,TSK_00742,ST_001
TSK_00744,R_018,C_036,S_002,戦闘_攻撃2,M_006,2028-02-13,2028-02-15,0,,TSK_00743,ST_001
TSK_00745,R_018,C_036,S_002,戦闘_必殺技,M_006,2028-02-16,2028-02-20,0,,TSK_00744,ST_001
TSK_00746,R_018,C_036,S_002,戦闘_ダウン,M_006,2028-02-21,2028-02-21,0,,TSK_00745,ST_001
TSK_00747,R_018,C_036,S_002,戦闘_被弾,M_005,2028-02-22,2028-02-22,0,,TSK_00746,ST_001
TSK_00748,R_018,C_036,S_002,ADV,M_006,2028-02-23,2028-02-26,0,,TSK_00747,ST_001
TSK_00763,R_019,C_037,S_002,戦闘_待機,M_006,2028-03-09,2028-03-10,0,,TSK_00762,ST_001
TSK_00764,R_019,C_037,S_002,戦闘_攻撃1,M_005,2028-03-11,2028-03-13,0,,TSK_00763,ST_001
TSK_00765,R_019,C_037,S_002,戦闘_攻撃2,M_006,2028-03-14,2028-03-16,0,,TSK_00764,ST_001
TSK_00766,R_019,C_037,S_002,戦闘_必殺技,M_005,2028-03-17,2028-03-21,0,,TSK_00765,ST_001
TSK_00767,R_019,C_037,S_002,戦闘_ダウン,M_005,2028-03-22,2028-03-22,0,,TSK_00766,ST_001
TSK_00768,R_019,C_037,S_002,戦闘_被弾,M_006,2028-03-23,2028-03-23,0,,TSK_00767,ST_001
TSK_00769,R_019,C_037,S_002,ADV,M_005,2028-03-24,2028-03-27,0,,TSK_00768,ST_001
TSK_00784,R_019,C_038,S_002,戦闘_待機,M_005,2028-03-09,2028-03-10,0,,TSK_00783,ST_001
TSK_00785,R_019,C_038,S_002,戦闘_攻撃1,M_005,2028-03-11,2028-03-13,0,,TSK_00784,ST_001
TSK_00786,R_019,C_038,S_002,戦闘_攻撃2,M_006,2028-03-14,2028-03-16,0,,TSK_00785,ST_001
TSK_00787,R_019,C_038,S_002,戦闘_必殺技,M_005,2028-03-17,2028-03-21,0,,TSK_00786,ST_001
TSK_00788,R_019,C_038,S_002,戦闘_ダウン,M_005,2028-03-22,2028-03-22,0,,TSK_00787,ST_001
TSK_00789,R_019,C_038,S_002,戦闘_被弾,M_005,2028-03-23,2028-03-23,0,,TSK_00788,ST_001
TSK_00790,R_019,C_038,S_002,ADV,M_005,2028-03-24,2028-03-27,0,,TSK_00789,ST_001
TSK_00805,R_020,C_039,S_002,戦闘_待機,M_005,2028-04-08,2028-04-09,0,,TSK_00804,ST_001
TSK_00806,R_020,C_039,S_002,戦闘_攻撃1,M_005,2028-04-10,2028-04-12,0,,TSK_00805,ST_001
TSK_00807,R_020,C_039,S_002,戦闘_攻撃2,M_006,2028-04-13,2028-04-15,0,,TSK_00806,ST_001
TSK_00808,R_020,C_039,S_002,戦闘_必殺技,M_005,2028-04-16,2028-04-20,0,,TSK_00807,ST_001
TSK_00809,R_020,C_039,S_002,戦闘_ダウン,M_005,2028-04-21,2028-04-21,0,,TSK_00808,ST_001
TSK_00810,R_020,C_039,S_002,戦闘_被弾,M_006,2028-04-22,2028-04-22,0,,TSK_00809,ST_001
TSK_00811,R_020,C_039,S_002,ADV,M_006,2028-04-23,2028-04-26,0,,TSK_00810,ST_001
TSK_00826,R_020,C_040,S_002,戦闘_待機,M_006,2028-04-08,2028-04-09,0,,TSK_00825,ST_001
TSK_00827,R_020,C_040,S_002,戦闘_攻撃1,M_005,2028-04-10,2028-04-12,0,,TSK_00826,ST_001
TSK_00828,R_020,C_040,S_002,戦闘_攻撃2,M_005,2028-04-13,2028-04-15,0,,TSK_00827,ST_001
TSK_00829,R_020,C_040,S_002,戦闘_必殺技,M_005,2028-04-16,2028-04-20,0,,TSK_00828,ST_001
TSK_00830,R_020,C_040,S_002,戦闘_ダウン,M_006,2028-04-21,2028-04-21,0,,TSK_00829,ST_001
TSK_00831,R_020,C_040,S_002,戦闘_被弾,M_005,2028-04-22,2028-04-22,0,,TSK_00830,ST_001
TSK_00832,R_020,C_040,S_002,ADV,M_005,2028-04-23,2028-04-26,0,,TSK_00831,ST_001
TSK_00847,R_021,C_041,S_002,戦闘_待機,M_005,2028-05-08,2028-05-09,0,,TSK_00846,ST_001
TSK_00848,R_021,C_041,S_002,戦闘_攻撃1,M_006,2028-05-10,2028-05-12,0,,TSK_00847,ST_001
TSK_00849,R_021,C_041,S_002,戦闘_攻撃2,M_006,2028-05-13,2028-05-15,0,,TSK_00848,ST_001
TSK_00850,R_021,C_041,S_002,戦闘_必殺技,M_006,2028-05-16,2028-05-20,0,,TSK_00849,ST_001
TSK_00851,R_021,C_041,S_002,戦闘_ダウン,M_006,2028-05-21,2028-05-21,0,,TSK_00850,ST_001
TSK_00852,R_021,C_041,S_002,戦闘_被弾,M_005,2028-05-22,2028-05-22,0,,TSK_00851,ST_001
TSK_00853,R_021,C_041,S_002,ADV,M_006,2028-05-23,2028-05-26,0,,TSK_00852,ST_001
TSK_00868,R_021,C_042,S_002,戦闘_待機,M_005,2028-05-08,2028-05-09,0,,TSK_00867,ST_001
TSK_00869,R_021,C_042,S_002,戦闘_攻撃1,M_006,2028-05-10,2028-05-12,0,,TSK_00868,ST_001
TSK_00870,R_021,C_042,S_002,戦闘_攻撃2,M_005,2028-05-13,2028-05-15,0,,TSK_00869,ST_001
TSK_00871,R_021,C_042,S_002,戦闘_必殺技,M_006,2028-05-16,2028-05-20,0,,TSK_00870,ST_001
TSK_00872,R_021,C_042,S_002,戦闘_ダウン,M_006,2028-05-21,2028-05-21,0,,TSK_00871,ST_001
TSK_00873,R_021,C_042,S_002,戦闘_被弾,M_006,2028-05-22,2028-05-22,0,,TSK_00872,ST_001
TSK_00874,R_021,C_042,S_002,ADV,M_006,2028-05-23,2028-05-26,0,,TSK_00873,ST_001
TSK_00889,R_022,C_043,S_002,戦闘_待機,M_005,2028-06-07,2028-06-08,0,,TSK_00888,ST_001
TSK_00890,R_022,C_043,S_002,戦闘_攻撃1,M_006,2028-06-09,2028-06-11,0,,TSK_00889,ST_001
TSK_00891,R_022,C_043,S_002,戦闘_攻撃2,M_005,2028-06-12,2028-06-14,0,,TSK_00890,ST_001
TSK_00892,R_022,C_043,S_002,戦闘_必殺技,M_005,2028-06-15,2028-06-19,0,,TSK_00891,ST_001
TSK_00893,R_022,C_043,S_002,戦闘_ダウン,M_006,2028-06-20,2028-06-20,0,,TSK_00892,ST_001
TSK_00894,R_022,C_043,S_002,戦闘_被弾,M_005,2028-06-21,2028-06-21,0,,TSK_00893,ST_001
TSK_00895,R_022,C_043,S_002,ADV,M_005,2028-06-22,2028-06-25,0,,TSK_00894,ST_001
TSK_00910,R_022,C_044,S_002,戦闘_待機,M_006,2028-06-07,2028-06-08,0,,TSK_00909,ST_001
TSK_00911,R_022,C_044,S_002,戦闘_攻撃1,M_006,2028-06-09,2028-06-11,0,,TSK_00910,ST_001
TSK_00912,R_022,C_044,S_002,戦闘_攻撃2,M_005,2028-06-12,2028-06-14,0,,TSK_00911,ST_001
TSK_00913,R_022,C_044,S_002,戦闘_必殺技,M_006,2028-06-15,2028-06-19,0,,TSK_00912,ST_001
TSK_00914,R_022,C_044,S_002,戦闘_ダウン,M_005,2028-06-20,2028-06-20,0,,TSK_00913,ST_001
TSK_00915,R_022,C_044,S_002,戦闘_被弾,M_006,2028-06-21,2028-06-21,0,,TSK_00914,ST_001
TSK_00916,R_022,C_044,S_002,ADV,M_005,2028-06-22,2028-06-25,0,,TSK_00915,ST_001
TSK_00931,R_023,C_045,S_002,戦闘_待機,M_006,2028-07-07,2028-07-08,0,,TSK_00930,ST_001
TSK_00932,R_023,C_045,S_002,戦闘_攻撃1,M_005,2028-07-09,2028-07-11,0,,TSK_00931,ST_001
TSK_00933,R_023,C_045,S_002,戦闘_攻撃2,M_005,2028-07-12,2028-07-14,0,,TSK_00932,ST_001
TSK_00934,R_023,C_045,S_002,戦闘_必殺技,M_005,2028-07-15,2028-07-19,0,,TSK_00933,ST_001
TSK_00935,R_023,C_045,S_002,戦闘_ダウン,M_005,2028-07-20,2028-07-20,0,,TSK_00934,ST_001
TSK_00936,R_023,C_045,S_002,戦闘_被弾,M_006,2028-07-21,2028-07-21,0,,TSK_00935,ST_001
TSK_00937,R_023,C_045,S_002,ADV,M_005,2028-07-22,2028-07-25,0,,TSK_00936,ST_001
TSK_00952,R_023,C_046,S_002,戦闘_待機,M_006,2028-07-07,2028-07-08,0,,TSK_00951,ST_001
TSK_00953,R_023,C_046,S_002,戦闘_攻撃1,M_005,2028-07-09,2028-07-11,0,,TSK_00952,ST_001
TSK_00954,R_023,C_046,S_002,戦闘_攻撃2,M_006,2028-07-12,2028-07-14,0,,TSK_00953,ST_001
TSK_00955,R_023,C_046,S_002,戦闘_必殺技,M_006,2028-07-15,2028-07-19,0,,TSK_00954,ST_001
TSK_00956,R_023,C_046,S_002,戦闘_ダウン,M_006,2028-07-20,2028-07-20,0,,TSK_00955,ST_001
TSK_00957,R_023,C_046,S_002,戦闘_被弾,M_006,2028-07-21,2028-07-21,0,,TSK_00956,ST_001
TSK_00958,R_023,C_046,S_002,ADV,M_006,2028-07-22,2028-07-25,0,,TSK_00957,ST_001
TSK_00973,R_024,C_047,S_002,戦闘_待機,M_005,2028-08-06,2028-08-07,0,,TSK_00972,ST_001
TSK_00974,R_024,C_047,S_002,戦闘_攻撃1,M_006,2028-08-08,2028-08-10,0,,TSK_00973,ST_001
TSK_00975,R_024,C_047,S_002,戦闘_攻撃2,M_006,2028-08-11,2028-08-13,0,,TSK_00974,ST_001
TSK_00976,R_024,C_047,S_002,戦闘_必殺技,M_005,2028-08-14,2028-08-18,0,,TSK_00975,ST_001
TSK_00977,R_024,C_047,S_002,戦闘_ダウン,M_006,2028-08-19,2028-08-19,0,,TSK_00976,ST_001
TSK_00978,R_024,C_047,S_002,戦闘_被弾,M_005,2028-08-20,2028-08-20,0,,TSK_00977,ST_001
TSK_00979,R_024,C_047,S_002,ADV,M_005,2028-08-21,2028-08-24,0,,TSK_00978,ST_001
TSK_00994,R_024,C_048,S_002,戦闘_待機,M_006,2028-08-06,2028-08-07,0,,TSK_00993,ST_001
TSK_00995,R_024,C_048,S_002,戦闘_攻撃1,M_006,2028-08-08,2028-08-10,0,,TSK_00994,ST_001
TSK_00996,R_024,C_048,S_002,戦闘_攻撃2,M_005,2028-08-11,2028-08-13,0,,TSK_00995,ST_001
TSK_00997,R_024,C_048,S_002,戦闘_必殺技,M_005,2028-08-14,2028-08-18,0,,TSK_00996,ST_001
TSK_00998,R_024,C_048,S_002,戦闘_ダウン,M_005,2028-08-19,2028-08-19,0,,TSK_00997,ST_001
TSK_00999,R_024,C_048,S_002,戦闘_被弾,M_005,2028-08-20,2028-08-20,0,,TSK_00998,ST_001
TSK_01000,R_024,C_048,S_002,ADV,M_006,2028-08-21,2028-08-24,0,,TSK_00999,ST_001
